level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.72,0.5669999995707229,61.32,7.351628537510704,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.6,0.44699999957072295,83.84,5.87392909374908,25,0.12,0.16666666666666666,0.11999999999999994,0.21164021180044487
F_clut,F_clut,0.72,0.5669999995707229,61.32,7.351628537510704,25,0.0,0.0,0.0,0.0
F_obj,F_obj,0.6,0.44699999957072295,83.84,5.87392909374908,25,0.12,0.16666666666666666,0.11999999999999994,0.21164021180044487
F_mat,F_mat,0.12,0.12,176.24,-0.5096730400507044,25,0.6,0.8333333333333334,0.4469999995707229,0.788359788199555
F_light,F_light,0.92,0.6967618999235635,24.12,9.74875803184827,25,-0.20000000000000007,-0.2777777777777779,-0.12976190035284063,-0.22885696728586188
F_sky,F_sky,0.64,0.48533332952143843,75.88,6.297469916136735,25,0.07999999999999996,0.11111111111111106,0.08166667004928446,0.1440329278855635
L1,B_L1 (materials + lighting),0.08,0.08,184.4,-1.040098658974506,25,0.64,0.888888888888889,0.4869999995707229,0.85890652546637
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.08,0.08,184.4,-1.040098658974506,25,0.64,0.888888888888889,0.4869999995707229,0.85890652546637
L2,B_L2 (+ object appearance),0.08,0.08,184.4,-1.040098658974506,25,0.64,0.888888888888889,0.4869999995707229,0.85890652546637
L3,B_L3 (+ distractors),0.08,0.08,184.4,-1.040098658974506,25,0.64,0.888888888888889,0.4869999995707229,0.85890652546637
