level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),1.0,0.777714278115257,10.52,10.684507187334768,25,0.0,0.0,0.0,0.0
F_objall,F_objall,1.0,0.7777142778756009,13.12,10.650135565988464,25,0.0,0.0,2.3965607276466017e-10,3.081543948832366e-10
F_clut,F_clut,1.0,0.7777142783647142,9.8,10.685547043980499,25,0.0,0.0,-2.494572326483535e-10,-3.207569150625573e-10
F_obj,F_obj,1.0,0.7767618979989019,15.28,10.64715068619631,25,0.0,0.0,0.0009523801163550116,0.001224588699416766
F_mat,F_mat,1.0,0.7754285639558034,34.88,10.435553680652754,25,0.0,0.0,0.0022857141594535557,0.0029390152961995815
F_light,F_light,1.0,0.7777142780223636,8.88,10.714090002245774,25,0.0,0.0,9.289335967110901e-11,1.194440712805613e-10
F_sky,F_sky,1.0,0.7803333245056246,16.64,10.630530188832488,25,0.0,0.0,-0.0026190463903676964,-0.0033676202997260066
L1,B_L1 (materials + lighting),0.96,0.7340201988530738,30.56,10.062419642487798,25,0.040000000000000036,0.040000000000000036,0.04369407926218316,0.05618268879937899
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.96,0.7359999935783874,34.08,10.007532750944769,25,0.040000000000000036,0.040000000000000036,0.04171428453686954,0.053637030604557705
L2,B_L2 (+ object appearance),0.88,0.651999996467376,50.32,9.013086307680146,25,0.12,0.12,0.1257142816478809,0.16164584499148169
L3,B_L3 (+ distractors),0.96,0.734714278304544,38.32,9.972607665380686,25,0.040000000000000036,0.040000000000000036,0.0429999998107129,0.055290228070546385
