level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.96,0.7828784207736501,17.16,10.960557477089406,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.8,0.6097140924888419,48.56,8.867671408851898,25,0.15999999999999992,0.1666666666666666,0.1731643282848082,0.22118929796747377
F_clut,F_clut,0.96,0.7828784245216025,17.2,10.959864765555283,25,0.0,0.0,-3.747952392885168e-09,-4.787400308187566e-09
F_obj,F_obj,0.88,0.6762197031397403,33.24,9.88507814788106,25,0.07999999999999996,0.0833333333333333,0.10665871763390977,0.13623918453200984
F_tgt,F_tgt,0.96,0.7733523049752467,17.44,10.96330705409963,25,0.0,0.0,0.009526115798403456,0.012168065367020375
F_mat,F_mat,0.92,0.7515923350664414,24.92,10.615996996497694,25,0.039999999999999925,0.04166666666666659,0.0312860857072087,0.03996289190892681
F_light,F_light,0.96,0.7790688996199878,17.28,10.961296823417742,25,0.0,0.0,0.0038095211536622875,0.004866044397925378
F_sky,F_sky,0.92,0.7264833820331984,25.12,10.456021346223702,25,0.039999999999999925,0.04166666666666659,0.05639503874045171,0.07203550033314424
L1,B_L1 (materials + lighting),0.96,0.765005926268361,17.92,11.090442107111453,25,0.0,0.0,0.01787249450528916,0.022829208253852932
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.8,0.6288656835058777,47.88,8.80002251672712,25,0.15999999999999992,0.1666666666666666,0.15401273726777243,0.19672625171552838
L2,B_L2 (+ object appearance),0.8,0.6329472198359655,47.88,8.775989591834023,25,0.15999999999999992,0.1666666666666666,0.14993120093768464,0.19151275211995342
L3,B_L3 (+ distractors),0.8,0.6349472220145825,47.88,8.787927030800693,25,0.15999999999999992,0.1666666666666666,0.14793119875906757,0.1889580742471866
