level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),1.0,0.7548985396609226,13.64,10.903281062873996,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.96,0.7294444407874207,20.44,10.401493233841464,25,0.040000000000000036,0.040000000000000036,0.025454098873501918,0.033718569498008465
F_clut,F_clut,1.0,0.7517874291156497,13.12,10.899159886458015,25,0.0,0.0,0.0031111105452729104,0.004121230048570933
F_obj,F_obj,1.0,0.7694444394633028,13.48,10.901767899871832,25,0.0,0.0,-0.014545899802380191,-0.01926868186672313
F_mat,F_mat,1.0,0.7711111066673214,17.08,10.84076960248073,25,0.0,0.0,-0.016212567006398837,-0.021476484791825175
F_light,F_light,1.0,0.7675555527856244,12.88,10.893832117776853,25,0.0,0.0,-0.0126570131247018,-0.01676650895415289
F_sky,F_sky,1.0,0.7671111064520201,13.2,10.861876363370671,25,0.0,0.0,-0.012212566791097501,-0.01617775919474293
L1,B_L1 (materials + lighting),1.0,0.7458881903224044,40.96,10.449561974575861,25,0.0,0.0,0.009010349338518187,0.011935841527214188
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.96,0.7492719282771878,58.44,9.810162336192548,25,0.040000000000000036,0.040000000000000036,0.00562661138373477,0.007453467039772089
L2,B_L2 (+ object appearance),1.0,0.7590805165271073,52.2,10.37827730153239,25,0.0,0.0,-0.004181976866184711,-0.005539786668633811
L3,B_L3 (+ distractors),0.92,0.7214102530166574,63.4,9.419671387981117,25,0.07999999999999996,0.07999999999999996,0.033488286644265175,0.04436130802333661
