level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),1.0,0.7607804553921962,18.8,12.592845911609343,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.48,0.3993824223586545,115.68,6.068110886946039,25,0.52,0.52,0.3613980330335417,0.4750359061829926
F_clut,F_clut,1.0,0.7607804553921962,18.8,12.592845911609343,25,0.0,0.0,0.0,0.0
F_obj,F_obj,1.0,0.7609016689928876,18.88,12.608447723889476,25,0.0,0.0,-0.00012121360069139442,-0.00015932796358301109
F_tgt,F_tgt,0.68,0.5350095278755478,79.0,8.683277696131647,25,0.31999999999999995,0.31999999999999995,0.2257709275166484,0.2967622602768618
F_mat,F_mat,0.04,0.04,192.16,-1.539945028266783,25,0.96,0.96,0.7207804553921962,0.9474224137640611
F_light,F_light,1.0,0.7607804562985665,18.8,12.593250052990827,25,0.0,0.0,-9.063703121370281e-10,-1.1913690812019844e-09
F_sky,F_sky,0.84,0.6394985699705118,47.08,10.22194720743992,25,0.16000000000000003,0.16000000000000003,0.12128188542168439,0.15941771974039654
L1,B_L1 (materials + lighting),0.04,0.04,192.16,-1.9108640498915905,25,0.96,0.96,0.7207804553921962,0.9474224137640611
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.04,0.04,192.16,-1.9012927659528902,25,0.96,0.96,0.7207804553921962,0.9474224137640611
L2,B_L2 (+ object appearance),0.04,0.04,192.2,-1.9113097652779203,25,0.96,0.96,0.7207804553921962,0.9474224137640611
L3,B_L3 (+ distractors),0.04,0.04,192.2,-1.9113097652779203,25,0.96,0.96,0.7207804553921962,0.9474224137640611
