level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.84,0.5561387289452453,54.84,10.863729747337992,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.92,0.6673701146257071,43.4,11.47051187348617,25,-0.08000000000000007,-0.09523809523809533,-0.11123138568046176,-0.2000065449342462
F_clut,F_clut,0.84,0.5553087362615556,55.36,10.848832482468024,25,0.0,0.0,0.0008299926836896621,0.0014924202190769907
F_obj,F_obj,0.88,0.5881759832938589,48.84,11.288467182894543,25,-0.040000000000000036,-0.047619047619047665,-0.0320372543486136,-0.057606587495487714
F_tgt,F_tgt,1.0,0.7179977949601257,30.88,12.617724050617342,25,-0.16000000000000003,-0.19047619047619052,-0.16185906601488043,-0.2910408097667593
F_mat,F_mat,0.2,0.16888888736382932,164.44,1.0394725655971573,25,0.6399999999999999,0.7619047619047619,0.38724984158141595,0.696318780596096
F_light,F_light,0.84,0.5445440187367203,55.48,10.859682109821359,25,0.0,0.0,0.011594710208524983,0.02084859335460261
F_sky,F_sky,0.8,0.5137505621854102,66.92,10.309593079200031,25,0.039999999999999925,0.04761904761904753,0.042388166759835144,0.07621869248384691
L1,B_L1 (materials + lighting),0.04,0.04,192.16,-1.5179589830285665,25,0.7999999999999999,0.9523809523809523,0.5161387289452453,0.9280755000180212
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.0,0.0,200.0,-1.6979219713737022,25,0.84,1.0,0.5561387289452453,1.0
L2,B_L2 (+ object appearance),0.12,0.12,184.6,-0.013822439328281285,25,0.72,0.8571428571428571,0.4361387289452453,0.7842265000540637
L3,B_L3 (+ distractors),0.12,0.12,179.16,-0.11984831996099837,25,0.72,0.8571428571428571,0.4361387289452453,0.7842265000540637
