variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes
A (train visuals),0.96,0.6039123300336524,22.36,11.020217366614533,25
B (zero-shot visuals),0.84,0.45855728870361673,47.84,9.412047307268134,25
