level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.88,0.6836477777155798,41.0,11.230395779549893,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.88,0.6685077773977665,41.16,11.385404880792482,25,0.0,0.0,0.015140000317813374,0.022145907309761074
F_clut,F_clut,0.88,0.6712445312087262,40.36,11.30331078103979,25,0.0,0.0,0.012403246506853649,0.01814274383850014
F_obj,F_obj,0.88,0.6713405596760654,41.16,11.378680736711278,25,0.0,0.0,0.0123072180395144,0.01800227901074903
F_tgt,F_tgt,0.88,0.6905730786265525,40.8,11.198325664292213,25,0.0,0.0,-0.006925300910972654,-0.010129925287132007
F_mat,F_mat,0.0,0.0,200.0,-1.6004938786434015,25,0.88,1.0,0.6836477777155798,1.0
F_light,F_light,0.88,0.676693821278844,40.84,11.22895075113169,25,0.0,0.0,0.0069539564367357976,0.01017184091488245
F_sky,F_sky,0.84,0.6363535116214105,47.32,10.664887182636836,25,0.040000000000000036,0.0454545454545455,0.04729426609416931,0.06917928739884721
L1,B_L1 (materials + lighting),0.0,0.0,200.0,-1.368603266497167,25,0.88,1.0,0.6836477777155798,1.0
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.0,0.0,200.0,-1.054466987033129,25,0.88,1.0,0.6836477777155798,1.0
L2,B_L2 (+ object appearance),0.0,0.0,200.0,-1.059734631059107,25,0.88,1.0,0.6836477777155798,1.0
L3,B_L3 (+ distractors),0.0,0.0,200.0,-1.1225071548338637,25,0.88,1.0,0.6836477777155798,1.0
