level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.96,0.7714919738542144,19.92,11.09221494557601,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.68,0.5411920584898349,72.76,7.679710498606703,25,0.2799999999999999,0.2916666666666666,0.23029991536437955,0.29851239308926153
F_clut,F_clut,0.96,0.7714919738542144,19.92,11.09221494557601,25,0.0,0.0,0.0,0.0
F_obj,F_obj,0.96,0.7773578718183006,19.28,11.089898623685468,25,0.0,0.0,-0.0058658979640862086,-0.007603316901381871
F_tgt,F_tgt,0.64,0.5238871310794402,80.04,7.1780134181132675,25,0.31999999999999995,0.3333333333333333,0.24760484277477424,0.3209428628761899
F_mat,F_mat,0.8,0.6313270519569781,51.0,8.71058753430062,25,0.15999999999999992,0.1666666666666666,0.14016492189723628,0.18168033712262915
F_light,F_light,0.96,0.7747998814211782,19.72,11.102298303411594,25,0.0,0.0,-0.0033079075669637525,-0.004287675930623271
F_sky,F_sky,0.92,0.7341803642495057,27.76,10.619146317294586,25,0.039999999999999925,0.04166666666666659,0.037311609604708695,0.04836292647129899
L1,B_L1 (materials + lighting),0.44,0.34813311121659796,116.84,4.04491837467204,25,0.52,0.5416666666666667,0.42335886263761646,0.5487534245140661
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.48,0.3769726925242608,110.08,4.517129693964364,25,0.48,0.5,0.3945192813299536,0.5113718544070094
L2,B_L2 (+ object appearance),0.28,0.19097115005312446,149.36,1.8688877623590747,25,0.6799999999999999,0.7083333333333333,0.5805208238010899,0.7524651499625173
L3,B_L3 (+ distractors),0.28,0.19097115005312446,149.36,1.8688877623590747,25,0.6799999999999999,0.7083333333333333,0.5805208238010899,0.7524651499625173
