level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.92,0.686897122586438,34.32,12.08583569300298,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.84,0.6339238299085306,48.4,10.869499826455035,25,0.08000000000000007,0.0869565217391305,0.0529732926779074,0.07711968930433441
F_clut,F_clut,0.92,0.6984981207788045,34.0,12.071106102184883,25,0.0,0.0,-0.011600998192366485,-0.016888989356490768
F_obj,F_obj,0.88,0.6545033035059479,41.04,11.371151718325136,25,0.040000000000000036,0.04347826086956525,0.032393819080490105,0.04715963717902126
F_tgt,F_tgt,0.92,0.6874820459554495,34.24,12.078102292103603,25,0.0,0.0,-0.000584923369011503,-0.0008515443576310763
F_mat,F_mat,0.88,0.6572705404718939,42.4,11.592987584534631,25,0.040000000000000036,0.04347826086956525,0.029626582114544053,0.04313103249433964
F_light,F_light,0.96,0.7228916292526809,26.76,12.575690645201586,25,-0.039999999999999925,-0.04347826086956513,-0.03599450666624293,-0.052401597681337564
F_sky,F_sky,0.92,0.6896074973834545,34.48,12.074501457040045,25,0.0,0.0,-0.0027103747970165237,-0.003945823483451053
L1,B_L1 (materials + lighting),0.88,0.6431009516072643,43.2,11.603826316235688,25,0.040000000000000036,0.04347826086956525,0.043796170979173654,0.06375943287440751
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.88,0.653138974740153,41.88,11.364101430878797,25,0.040000000000000036,0.04347826086956525,0.03375814784628495,0.04914585712511393
L2,B_L2 (+ object appearance),0.92,0.6801007904103341,35.44,12.045611328117984,25,0.0,0.0,0.00679633217610387,0.009894250467250473
L3,B_L3 (+ distractors),0.88,0.6415993823243145,41.72,11.47872206351405,25,0.040000000000000036,0.04347826086956525,0.04529774026212352,0.06594545059609466
