level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.84,0.6743909754028405,41.92,9.612014583513117,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.16,0.1498142262504691,169.12,0.6868319327635624,25,0.6799999999999999,0.8095238095238095,0.5245767491523714,0.7778525636987074
F_clut,F_clut,0.84,0.6651865012712147,42.08,9.617052569664725,25,0.0,0.0,0.00920447413162584,0.01364857251556138
F_obj,F_obj,0.92,0.7765654955970743,26.84,10.548130709361773,25,-0.08000000000000007,-0.09523809523809533,-0.10217452019423379,-0.15150635747045826
F_tgt,F_tgt,0.2,0.1666917178808084,161.52,1.378247921337734,25,0.6399999999999999,0.7619047619047619,0.5076992575220322,0.7528262922242742
F_mat,F_mat,0.48,0.42342534046466335,108.44,4.393043057124299,25,0.36,0.42857142857142855,0.2509656349381772,0.37213670421414735
F_light,F_light,0.84,0.6743909774077772,41.92,9.618701747740335,25,0.0,0.0,-2.0049366611374353e-09,-2.9729589129507654e-09
F_sky,F_sky,0.72,0.5862131703390694,64.12,7.853716581145355,25,0.12,0.14285714285714285,0.08817780506377115,0.13075175718521298
L1,B_L1 (materials + lighting),0.48,0.40852747871455436,108.84,4.684932968484244,25,0.36,0.42857142857142855,0.2658634966882862,0.39422754216050315
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.6,0.49118320879866884,86.16,5.984999077990619,25,0.24,0.2857142857142857,0.1832077666041717,0.2716640247072322
L2,B_L2 (+ object appearance),0.2,0.1538113107183903,162.48,0.6820909008457775,25,0.6399999999999999,0.7619047619047619,0.5205796646844503,0.7719256094337373
L3,B_L3 (+ distractors),0.24,0.19381131071839028,154.76,1.1567633101111514,25,0.6,0.7142857142857143,0.48057966468445024,0.7126128347096888
