level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.32,0.19965899394380543,140.68,2.597029362316172,25,0.0,0.0,0.0,0.0
L1,B_L1 (materials + lighting),0.12,0.06404761571631816,177.2,-0.5997116848149119,25,0.2,0.625,0.13561137822748726,0.6792149732340905
L2,B_L2 (+ object appearance),0.12,0.05955555670912362,177.44,-0.6345249045326201,25,0.2,0.625,0.14010343723468183,0.7017136291596978
L3,B_L3 (+ distractors),0.12,0.05955555670912362,177.44,-0.6345249045326201,25,0.2,0.625,0.14010343723468183,0.7017136291596978
