level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),1.0,0.7172519009027328,9.28,10.85350642292818,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.88,0.6479185699156512,33.24,9.376892602516318,25,0.12,0.12,0.06933333098708161,0.09666524536194149
F_clut,F_clut,1.0,0.7172519009027328,9.16,10.830827922431336,25,0.0,0.0,0.0,0.0
F_obj,F_obj,1.0,0.7153662882562422,10.32,10.817747365333146,25,0.0,0.0,0.0018856126464906753,0.002628940605270539
F_tgt,F_tgt,1.0,0.7212518950042872,9.24,10.833033454880967,25,0.0,0.0,-0.003999994101554383,-0.005576833043621066
F_mat,F_mat,0.8,0.6472543194662898,46.44,8.151284629317328,25,0.19999999999999996,0.19999999999999996,0.06999758143644308,0.09759135019139603
F_light,F_light,1.0,0.7172519009027328,9.28,10.85350642292818,25,0.0,0.0,0.0,0.0
F_sky,F_sky,1.0,0.7172519009027328,9.28,10.85350642292818,25,0.0,0.0,0.0,0.0
L1,B_L1 (materials + lighting),0.72,0.6174285698710523,61.6,7.1096886908960615,25,0.28,0.28,0.0998233310316805,0.13917471798407632
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.68,0.5734285745463255,69.44,6.633969833668184,25,0.31999999999999995,0.31999999999999995,0.14382332635640738,0.20051996540600509
L2,B_L2 (+ object appearance),0.24,0.24,152.96,0.8983329674894387,25,0.76,0.76,0.47725190090273284,0.6653895239623121
L3,B_L3 (+ distractors),0.2,0.2,160.64,0.41212799704749314,25,0.8,0.8,0.5172519009027328,0.72115793663526
