level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),1.0,0.750602529544923,20.6,12.578954719767513,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.72,0.5518723585901048,69.28,8.80088367001698,25,0.28,0.28,0.19873017095481826,0.26476085961941115
F_clut,F_clut,1.0,0.7486496945737879,20.68,12.583212962240102,25,0.0,0.0,0.0019528349711350756,0.0026016898348571313
F_obj,F_obj,0.96,0.7351357309687855,27.48,11.97752317982867,25,0.040000000000000036,0.040000000000000036,0.01546679857613753,0.02060584392849672
F_tgt,F_tgt,0.76,0.5877312202748937,62.12,9.32323405306964,25,0.24,0.24,0.16287130927002935,0.2169874239149918
F_mat,F_mat,0.6,0.45293254746638484,89.32,6.153516759400857,25,0.4,0.4,0.2976699820785382,0.39657471213028045
F_light,F_light,1.0,0.7503760385692105,20.56,12.575311763007036,25,0.0,0.0,0.0002264909757124789,0.00030174555346861986
F_sky,F_sky,0.96,0.7053178150132989,29.04,12.078946737198052,25,0.040000000000000036,0.040000000000000036,0.04528471453162408,0.06033115097424385
L1,B_L1 (materials + lighting),0.64,0.4690399033159225,82.12,6.8922757777975265,25,0.36,0.36,0.2815626262290005,0.3751154774281229
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.6,0.4258982152146879,89.52,6.448743509091057,25,0.4,0.4,0.3247043143302351,0.43259155351780865
L2,B_L2 (+ object appearance),0.48,0.36473802182429055,111.52,5.006567005620974,25,0.52,0.52,0.38586450772063247,0.5140730180520112
L3,B_L3 (+ distractors),0.48,0.36473802182429055,111.52,5.0065670056209735,25,0.52,0.52,0.38586450772063247,0.5140730180520112
