level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.96,0.7536049331631307,26.04,12.601198689165667,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.96,0.7392910055338717,31.56,12.391102598197588,25,0.0,0.0,0.014313927629258982,0.018993940988653917
F_clut,F_clut,1.0,0.7857895186601731,19.2,13.227722944571449,25,-0.040000000000000036,-0.041666666666666706,-0.032184585497042395,-0.04270750373402278
F_obj,F_obj,0.92,0.7009136246947578,38.4,11.7040932454127,25,0.039999999999999925,0.04166666666666659,0.05269130846837289,0.06991900682922805
F_tgt,F_tgt,1.0,0.7781410216734906,25.44,13.16325655919659,25,-0.040000000000000036,-0.041666666666666706,-0.024536088510359932,-0.03255829073115778
F_mat,F_mat,0.92,0.6366460930450841,57.8,11.64760828559189,25,0.039999999999999925,0.04166666666666659,0.11695884011804658,0.15519914343863356
F_light,F_light,0.92,0.7365702896898294,37.72,11.962119016394242,25,0.039999999999999925,0.04166666666666659,0.017034643473301303,0.022604209080480983
F_sky,F_sky,0.88,0.6790586705161893,40.72,11.458607019623614,25,0.07999999999999996,0.0833333333333333,0.07454626264694142,0.09891955236286198
L1,B_L1 (materials + lighting),0.8,0.5052179523466971,83.8,10.63236833720437,25,0.15999999999999992,0.1666666666666666,0.24838698081643362,0.3295984008144304
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.68,0.3635233715417235,116.52,8.291921395830293,25,0.2799999999999999,0.2916666666666666,0.3900815616214072,0.517620764482134
L2,B_L2 (+ object appearance),0.6,0.3302239699356974,121.56,6.992781419949081,25,0.36,0.375,0.4233809632274333,0.5618075792714924
L3,B_L3 (+ distractors),0.52,0.33835255700332295,135.88,6.260944756160883,25,0.43999999999999995,0.4583333333333333,0.41525237615980776,0.5510213082295724
