level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.92,0.7000067978499829,33.36,12.041346860172528,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.84,0.6222047163489759,48.08,10.846075953616513,25,0.08000000000000007,0.0869565217391305,0.07780208150100698,0.11114475136522974
F_clut,F_clut,0.88,0.6633578690308956,40.4,11.474364980290682,25,0.040000000000000036,0.04347826086956525,0.03664892881908732,0.05235510416706194
F_obj,F_obj,0.84,0.6079182707744708,48.36,10.856485018396768,25,0.08000000000000007,0.0869565217391305,0.09208852707551207,0.13155376113254172
F_tgt,F_tgt,0.88,0.672226527715576,40.2,11.447228398857863,25,0.040000000000000036,0.04347826086956525,0.02778027013440687,0.039685714795530326
F_mat,F_mat,0.24,0.18213178706087196,154.48,1.7595062211881187,25,0.68,0.7391304347826088,0.5178750107891109,0.7398142594896567
F_light,F_light,0.72,0.49838486721896275,67.76,9.215237771696335,25,0.20000000000000007,0.21739130434782614,0.20162193063102013,0.2880285323660947
F_sky,F_sky,0.76,0.57205078959453,60.56,9.63509639865542,25,0.16000000000000003,0.1739130434782609,0.12795600825545284,0.18279252237043966
L1,B_L1 (materials + lighting),0.04,0.03739884085670424,192.84,-0.5970660403125995,25,0.88,0.9565217391304347,0.6626079569932787,0.9465736033256079
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.0,0.0,200.0,-1.5378735086287125,25,0.92,1.0,0.7000067978499829,1.0
L2,B_L2 (+ object appearance),0.0,0.0,200.0,-1.1399672309347317,25,0.92,1.0,0.7000067978499829,1.0
L3,B_L3 (+ distractors),0.0,0.0,200.0,-1.1355752214467136,25,0.92,1.0,0.7000067978499829,1.0
