level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),1.0,0.711641562377812,10.68,10.840825396136854,25,0.0,0.0,0.0,0.0
F_objall,F_objall,1.0,0.712937787286894,10.32,10.852295003478197,25,0.0,0.0,-0.0012962249090820999,-0.0018214575674178112
F_clut,F_clut,1.0,0.709017653046984,20.28,10.729562263352323,25,0.0,0.0,0.0026239093308279005,0.003687122098462908
F_obj,F_obj,1.0,0.713794931997809,9.0,10.85171241194423,25,0.0,0.0,-0.0021533696199970143,-0.0030259188527465264
F_tgt,F_tgt,1.0,0.7149377958443576,10.64,10.864671538605617,25,0.0,0.0,-0.0032962334665456172,-0.004631873179992318
F_mat,F_mat,0.4,0.3012063494728071,140.32,2.4379726545710367,25,0.6,0.6,0.41043521290500484,0.5767442974151417
F_light,F_light,1.0,0.7196274225432184,10.68,10.8152508664133,25,0.0,0.0,-0.007985860165406478,-0.011221745029510753
F_sky,F_sky,1.0,0.7181091967285168,9.28,10.853805748681738,25,0.0,0.0,-0.006467634350704854,-0.009088331391289894
L1,B_L1 (materials + lighting),0.36,0.30727272540872447,141.08,1.9289237541884408,25,0.64,0.64,0.4043688369690875,0.5682198150680907
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.44,0.37161675331995453,134.52,2.902842481505995,25,0.56,0.56,0.3400248090578574,0.4778034716265456
L2,B_L2 (+ object appearance),0.44,0.4036363631735574,133.04,3.0990742174116206,25,0.56,0.56,0.30800519920425456,0.4328094584233038
L3,B_L3 (+ distractors),0.4,0.3307142859661832,139.32,2.380539043119755,25,0.6,0.6,0.38092727641162877,0.5352796921231445
