level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.56,0.3857784556172266,97.08,5.55292361805838,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.96,0.6539356302103048,37.4,10.277572465353256,25,-0.3999999999999999,-0.7142857142857141,-0.26815717459307814,-0.695106662097135
F_clut,F_clut,0.56,0.3742190619199548,98.92,5.558141270814339,25,0.0,0.0,0.011559393697271825,0.02996381350217539
F_obj,F_obj,0.6,0.43127649148869074,89.12,5.978158799891744,25,-0.039999999999999925,-0.07142857142857129,-0.045498035871464115,-0.11793824981405322
F_tgt,F_tgt,0.92,0.6556770544093641,36.96,9.864427372339355,25,-0.36,-0.6428571428571428,-0.26989859879213746,-0.6996207145894473
F_mat,F_mat,0.4,0.2643256341544086,143.48,3.2988129666702086,25,0.16000000000000003,0.28571428571428575,0.12145282146281805,0.31482530891596705
F_light,F_light,0.64,0.4348538326311251,83.04,6.547740740676857,25,-0.07999999999999996,-0.14285714285714277,-0.04907537701389847,-0.12721129523778169
F_sky,F_sky,0.48,0.35663116558238833,112.72,4.600705489138693,25,0.08000000000000007,0.14285714285714296,0.02914729003483829,0.0755544785107402
L1,B_L1 (materials + lighting),0.4,0.297892238985089,148.6,3.3235668925482442,25,0.16000000000000003,0.28571428571428575,0.08788621663213764,0.22781525342446612
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.48,0.35039414722391066,130.64,4.339771299554298,25,0.08000000000000007,0.14285714285714296,0.035384308393315966,0.09172183640142062
L2,B_L2 (+ object appearance),0.52,0.3016658219341168,136.44,4.705946497337024,25,0.040000000000000036,0.07142857142857148,0.08411263368310984,0.2180335175756089
L3,B_L3 (+ distractors),0.44,0.3277756358059476,142.72,3.8408574620756872,25,0.12000000000000005,0.21428571428571436,0.05800281981127903,0.15035266735794606
