level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),1.0,0.7074384781040551,10.32,10.8462102079012,25,0.0,0.0,0.0,0.0
F_objall,F_objall,1.0,0.7118553542811052,8.12,10.865812263324178,25,0.0,0.0,-0.004416876177050111,-0.006243477438331316
F_clut,F_clut,1.0,0.7140560733880603,9.56,10.821089921976682,25,0.0,0.0,-0.006617595284005184,-0.009354304987396828
F_obj,F_obj,1.0,0.7123947605659973,8.2,10.869820916159915,25,0.0,0.0,-0.00495628246194213,-0.007005955451030929
F_tgt,F_tgt,1.0,0.7137949354389019,8.28,10.868445119949813,25,0.0,0.0,-0.006356457334846799,-0.00898517331412647
F_mat,F_mat,0.92,0.5912634271158871,74.64,9.323678363470963,25,0.07999999999999996,0.07999999999999996,0.11617505098816805,0.16421929903999397
F_light,F_light,1.0,0.7137949365588915,8.52,10.826268227100066,25,0.0,0.0,-0.0063564584548363445,-0.008985174897288228
F_sky,F_sky,1.0,0.7156805454127908,8.48,10.837243176426481,25,0.0,0.0,-0.008242067308735668,-0.011650578197025021
L1,B_L1 (materials + lighting),0.64,0.4505963482564573,119.16,5.750250485982568,25,0.36,0.36,0.25684212984759786,0.3630593158233891
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.92,0.674176547283588,61.24,9.452634735982167,25,0.07999999999999996,0.07999999999999996,0.033261930820467134,0.04701741826315352
L2,B_L2 (+ object appearance),0.52,0.46333333023359413,116.68,4.3773192266110845,25,0.48,0.48,0.244105147870461,0.3450549488411574
L3,B_L3 (+ distractors),0.76,0.5560462525794388,91.12,7.408650536334781,25,0.24,0.24,0.1513922255246163,0.21400055299557572
