level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.88,0.7143909754028406,34.12,10.102084758005034,25,0.0,0.0,0.0,0.0
L1,B_L1 (materials + lighting),0.48,0.40852747871455436,108.84,4.6751282304815,25,0.4,0.4545454545454546,0.3058634966882862,0.4281458014161107
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.6,0.49118320879866884,86.16,5.984999077990619,25,0.28,0.31818181818181823,0.22320776660417174,0.3124448296373093
L2,B_L2 (+ object appearance),0.2,0.1538113107183903,162.48,0.6820909008457775,25,0.6799999999999999,0.7727272727272727,0.5605796646844503,0.7846958934053485
L3,B_L3 (+ distractors),0.24,0.19381131071839028,154.76,1.1567633101111514,25,0.64,0.7272727272727273,0.5205796646844503,0.7287041446609802
