level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.92,0.6983947588457056,21.8,9.920250838325753,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.32,0.27649241506255934,137.48,2.0881711174518505,25,0.6000000000000001,0.6521739130434784,0.4219023437831462,0.6041029638888741
F_clut,F_clut,0.92,0.6983947598780886,21.8,9.922639611137253,25,0.0,0.0,-1.0323830679226376e-09,-1.4782228171771248e-09
F_obj,F_obj,0.92,0.6983947588457056,21.84,9.917291598124121,25,0.0,0.0,0.0,0.0
F_tgt,F_tgt,0.32,0.29649241506255936,137.44,2.3019431765492926,25,0.6000000000000001,0.6521739130434784,0.4019023437831462,0.5754658646743044
F_mat,F_mat,0.68,0.581428566227634,69.68,6.483292889010963,25,0.24,0.2608695652173913,0.11696619261807162,0.16747862313770978
F_light,F_light,0.92,0.6983947598780886,21.8,9.926846596627255,25,0.0,0.0,-1.0323830679226376e-09,-1.4782228171771248e-09
F_sky,F_sky,0.96,0.7098233274995245,14.44,10.393174089020102,25,-0.039999999999999925,-0.04347826086956513,-0.011428568653818916,-0.016364052720996718
L1,B_L1 (materials + lighting),0.6,0.5299999965212732,84.6,5.524136009979068,25,0.32000000000000006,0.3478260869565218,0.1683947623244324,0.24111687579493332
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.64,0.5699999975536553,76.92,6.01104359807712,25,0.28,0.30434782608695654,0.1283947612920503,0.18384267588757233
L2,B_L2 (+ object appearance),0.2,0.2,160.52,0.3948639648245094,25,0.72,0.7826086956521738,0.49839475884570555,0.7136290078543023
L3,B_L3 (+ distractors),0.2,0.2,160.52,0.3948639648245094,25,0.72,0.7826086956521738,0.49839475884570555,0.7136290078543023
