level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.56,0.2774103053474278,123.76,8.162280024383275,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.96,0.5845607439973989,44.28,12.829995315842002,25,-0.3999999999999999,-0.7142857142857141,-0.3071504386499711,-1.1072063031879686
F_clut,F_clut,0.64,0.34532402807447937,102.44,9.065310685079828,25,-0.07999999999999996,-0.14285714285714277,-0.0679137227270516,-0.24481326546970442
F_obj,F_obj,0.48,0.2323936708987449,126.08,7.154527924493762,25,0.08000000000000007,0.14285714285714296,0.04501663444868287,0.1622745571484959
F_tgt,F_tgt,0.88,0.5078346023897249,59.08,11.930103988092702,25,-0.31999999999999995,-0.5714285714285713,-0.2304242970422971,-0.8306263055141894
F_mat,F_mat,0.68,0.2932557644725472,110.36,8.19192161426009,25,-0.12,-0.21428571428571425,-0.01584545912511942,-0.05711921590394639
F_light,F_light,0.72,0.35946418393869967,94.16,9.976829882477908,25,-0.15999999999999992,-0.28571428571428553,-0.08205387859127189,-0.29578525746730233
F_sky,F_sky,0.96,0.5078760238709787,56.24,12.69181290787021,25,-0.3999999999999999,-0.7142857142857141,-0.23046571852355097,-0.8307756203754451
L1,B_L1 (materials + lighting),0.68,0.2592721535308191,117.16,8.297712430490794,25,-0.12,-0.21428571428571425,0.01813815181660866,0.06538384287451939
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.32,0.09644629850911723,164.24,3.1848978631139557,25,0.24000000000000005,0.4285714285714286,0.18096400683831054,0.6523333969575204
L2,B_L2 (+ object appearance),0.4,0.12187814557872534,154.2,4.134811109319491,25,0.16000000000000003,0.28571428571428575,0.15553215976870244,0.5606574693536149
L3,B_L3 (+ distractors),0.4,0.1632388451075438,145.12,3.958440445803553,25,0.16000000000000003,0.28571428571428575,0.11417146023988398,0.41156171216096676
