level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),1.0,0.777333324513052,12.92,10.679980007758187,25,0.0,0.0,0.0,0.0
F_objall,F_objall,1.0,0.780333323242916,14.2,10.639915145580591,25,0.0,0.0,-0.0029999987298640063,-0.003859346608796564
F_clut,F_clut,1.0,0.7786666577576328,14.24,10.645502808649551,25,0.0,0.0,-0.0013333332445807367,-0.0017152657714963936
F_obj,F_obj,1.0,0.778666657269211,19.68,10.580652792127797,25,0.0,0.0,-0.0013333327561589892,-0.0017152651431665226
F_mat,F_mat,0.96,0.7280476121698221,30.4,10.078873063390658,25,0.040000000000000036,0.040000000000000036,0.04928571234322998,0.06340357577504377
F_light,F_light,1.0,0.777714278186761,9.24,10.69821568210167,25,0.0,0.0,-0.0003809536737089392,-0.0004900776304008084
F_sky,F_sky,0.96,0.7386666576355273,29.52,10.083935590674306,25,0.040000000000000036,0.040000000000000036,0.038666666877524736,0.049742710955749704
L1,B_L1 (materials + lighting),0.92,0.6888888851985955,51.68,9.44746267121474,25,0.07999999999999996,0.07999999999999996,0.08844443931445656,0.11377929715011402
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.84,0.6100952296179135,65.24,8.39537842376224,25,0.16000000000000003,0.16000000000000003,0.16723809489513852,0.2151433492188208
L2,B_L2 (+ object appearance),0.84,0.6413506450831474,55.92,8.57634357808357,25,0.16000000000000003,0.16000000000000003,0.1359826794299046,0.17493483830130244
L3,B_L3 (+ distractors),0.84,0.64482539073808,63.48,8.431609221548552,25,0.16000000000000003,0.16000000000000003,0.13250793377497205,0.1704647537888325
