level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.76,0.5755763232761804,62.72,9.167538026754421,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.68,0.5063810316913451,76.56,8.121333117327577,25,0.07999999999999996,0.1052631578947368,0.06919529158483528,0.1202191417308059
F_clut,F_clut,0.76,0.57651163124822,62.68,9.169121395276136,25,0.0,0.0,-0.0009353079720396673,-0.0016249938265630777
F_obj,F_obj,0.68,0.5070384502652722,77.48,8.143123877410241,25,0.07999999999999996,0.1052631578947368,0.06853787301090819,0.11907694990091083
F_tgt,F_tgt,0.76,0.5791783037857923,62.44,9.150501915471061,25,0.0,0.0,-0.003601980509611913,-0.006258041486330502
F_mat,F_mat,0.08,0.06500000234246964,185.32,0.305888947167757,25,0.68,0.8947368421052632,0.5105763209337107,0.8870697078495349
F_light,F_light,0.68,0.5075562683646789,76.76,8.070485077520233,25,0.07999999999999996,0.1052631578947368,0.06802005491150143,0.11817729840645856
F_sky,F_sky,0.84,0.6177217854951912,49.12,10.379398510560572,25,-0.07999999999999996,-0.1052631578947368,-0.04214546221901083,-0.07322306445671509
L1,B_L1 (materials + lighting),0.04,0.04,192.16,-0.42521904901736707,25,0.72,0.9473684210526315,0.5355763232761803,0.9305044381041944
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.04,0.04,192.16,-0.8760198949313579,25,0.72,0.9473684210526315,0.5355763232761803,0.9305044381041944
L2,B_L2 (+ object appearance),0.04,0.04,192.2,-0.6311115016944916,25,0.72,0.9473684210526315,0.5355763232761803,0.9305044381041944
L3,B_L3 (+ distractors),0.04,0.04,192.2,-0.8403734911781098,25,0.72,0.9473684210526315,0.5355763232761803,0.9305044381041944
