level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.88,0.6601639880936244,41.24,10.807416566789835,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.56,0.40575274051789784,96.08,6.311191626942129,25,0.31999999999999995,0.3636363636363636,0.2544112475757266,0.38537583413236104
F_clut,F_clut,0.92,0.6824407517291802,34.84,11.435029835398137,25,-0.040000000000000036,-0.0454545454545455,-0.022276763635555752,-0.033744287839579126
F_obj,F_obj,0.76,0.5663387407042899,60.96,8.95254166864875,25,0.12,0.13636363636363635,0.09382524738933451,0.14212415260680383
F_tgt,F_tgt,0.8,0.5992662250508356,54.52,9.786996796746003,25,0.07999999999999996,0.09090909090909087,0.06089776304278882,0.09224641777059839
F_mat,F_mat,0.44,0.3234946217425255,117.48,4.167264403112579,25,0.44,0.5,0.3366693663510989,0.5099783878295289
F_light,F_light,0.96,0.7165000694050084,27.68,11.982944146265817,25,-0.07999999999999996,-0.09090909090909087,-0.05633608131138401,-0.0853364956699129
F_sky,F_sky,0.88,0.6639514034325464,40.72,10.707922298247093,25,0.0,0.0,-0.0037874153389220178,-0.005737082614668292
L1,B_L1 (materials + lighting),0.16,0.10349999657629297,169.88,0.2004366222501127,25,0.72,0.8181818181818181,0.5566639915173315,0.8432207778022351
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.12,0.08171428970450928,178.08,-0.25035173892534873,25,0.76,0.8636363636363636,0.5784496983891152,0.8762212250618546
L2,B_L2 (+ object appearance),0.04,0.016,192.24,-1.5029596215764625,25,0.84,0.9545454545454545,0.6441639880936244,0.9757635976991055
L3,B_L3 (+ distractors),0.04,0.016,192.24,-1.5029596215764625,25,0.84,0.9545454545454545,0.6441639880936244,0.9757635976991055
