level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.88,0.6553333283061074,31.04,9.25913398171107,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.88,0.6553333283061074,30.76,9.261524887977094,25,0.0,0.0,0.0,0.0
F_clut,F_clut,0.88,0.6553333283061074,31.04,9.25913398171107,25,0.0,0.0,0.0,0.0
F_obj,F_obj,0.88,0.6553333283061074,30.76,9.261524887977094,25,0.0,0.0,0.0,0.0
F_mat,F_mat,0.88,0.6553333283061074,31.12,9.265384606007531,25,0.0,0.0,0.0,0.0
F_light,F_light,0.96,0.7353333283061074,15.4,10.219981894830358,25,-0.07999999999999996,-0.09090909090909087,-0.08000000000000007,-0.12207528069231957
F_sky,F_sky,0.96,0.7353333283061074,15.64,10.219132517046273,25,-0.07999999999999996,-0.09090909090909087,-0.08000000000000007,-0.12207528069231957
L1,B_L1 (materials + lighting),0.88,0.6553333283061074,31.12,9.265384606007531,25,0.0,0.0,0.0,0.0
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.8,0.5753333283061074,46.44,8.293654737691618,25,0.07999999999999996,0.09090909090909087,0.07999999999999996,0.1220752806923194
L2,B_L2 (+ object appearance),0.8,0.5753333283061074,46.44,8.293654737691618,25,0.07999999999999996,0.09090909090909087,0.07999999999999996,0.1220752806923194
L3,B_L3 (+ distractors),0.8,0.5753333283061074,46.44,8.293654737691618,25,0.07999999999999996,0.09090909090909087,0.07999999999999996,0.1220752806923194
