variant,episode,seed,success,spl,episode_length,path_length,shortest_path_length,total_reward
variant_a,0,10000,1.0,0.7,15,2.5,1.75,12.264282560963665
variant_a,1,10001,1.0,0.5150786428247884,11,1.7500003764912802,0.9013878188659973,11.58434197813078
variant_a,2,10002,1.0,0.7985953931064674,15,3.500001372412251,2.7950849718747373,13.259412856536654
variant_a,3,10003,1.0,0.5000001873976233,11,1.4999994378073407,0.75,11.357713963975415
variant_a,4,10004,1.0,0.5000000497465349,13,1.4999998507604102,0.75,11.230592529252139
variant_a,5,10005,1.0,0.6555548507836796,22,2.7499996919813436,1.8027756377319946,12.349693924553605
variant_a,6,10006,1.0,0.6000001257683466,15,1.2499997379826662,0.75,11.099317283394504
variant_a,7,10007,1.0,0.8818124956651174,19,3.249999401345537,2.8658900830106457,13.04254691026654
variant_a,8,10008,1.0,0.6249998148415129,10,2.0000005925073343,1.25,11.887974689334868
variant_a,9,10009,1.0,0.6388766160005733,19,1.7499998602999294,1.118033988749895,11.351594709114556
variant_a,10,10010,1.0,0.7142857142857143,15,1.75,1.25,11.567032664505343
variant_a,11,10011,1.0,1.0,14,0.7500002350950354,0.0,10.424389414870964
variant_a,12,10012,1.0,1.0,1,0.0,0.0,9.99
variant_a,13,10013,1.0,1.0,3,0.24999990630122346,0.0,10.21432689141664
variant_a,14,10014,1.0,0.7777780692851918,19,2.249999156711011,1.75,11.989826642069541
variant_a,15,10015,1.0,0.5590168629528582,19,2.000000470190071,1.118033988749895,11.335676468497859
variant_a,16,10016,1.0,0.7499998308333796,16,2.0000004511110894,1.5,11.65456814219854
variant_a,17,10017,1.0,0.6324554130839735,23,2.5000004701900718,1.5811388300841898,11.608418058074582
variant_a,18,10018,1.0,1.0,1,0.0,0.0,9.99
variant_a,19,10019,1.0,0.7142857142857143,10,1.75,1.25,11.617032664505341
variant_a,20,10020,1.0,0.7272727087338827,22,2.7500000701000076,2.0,12.420998037753634
variant_a,21,10021,1.0,0.8818124956651174,23,3.249999401345537,2.8658900830106457,13.00254691026654
variant_a,22,10022,1.0,0.5,7,1.0,0.5,10.909751445832631
variant_a,23,10023,0.0,0.0,200,0.5000000190789816,2.3136478027815093,-1.562612270499022
variant_a,24,10024,1.0,0.6250001374610961,16,1.9999995601245895,1.25,11.827973773460663
variant_b,0,10000,1.0,0.7000000208935432,14,2.499999925380205,1.75,12.288597695958856
variant_b,1,10001,1.0,0.5150786428247884,11,1.7500003764912802,0.9013878188659973,11.58434197813078
variant_b,2,10002,1.0,0.7985953931064674,15,3.500001372412251,2.7950849718747373,13.259412856536654
variant_b,3,10003,1.0,0.4285714844172799,12,1.7499997719628035,0.75,11.415560341090547
variant_b,4,10004,1.0,0.49999998092101916,12,1.5000000572369447,0.75,11.11151159667508
variant_b,5,10005,1.0,0.6555548753939946,21,2.749999588743062,1.8027756377319946,12.307140151335087
variant_b,6,10006,1.0,0.42857146278370045,17,1.749999860299901,0.75,11.220723525779706
variant_b,7,10007,1.0,0.8818124956651174,19,3.249999401345537,2.8658900830106457,13.04254691026654
variant_b,8,10008,1.0,0.6249998148415129,10,2.0000005925073343,1.25,11.887974689334868
variant_b,9,10009,0.0,0.0,200,1.0000004511110894,1.118033988749895,-2.0179036262039873
variant_b,10,10010,1.0,0.7142857142857143,15,1.75,1.25,11.567032664505343
variant_b,11,10011,1.0,1.0,13,0.5000001223172632,0.0,10.28666526913626
variant_b,12,10012,1.0,1.0,1,0.0,0.0,9.99
variant_b,13,10013,1.0,1.0,5,0.5000001223172632,0.0,10.365409259083421
variant_b,14,10014,1.0,0.7777780692851918,19,2.249999156711011,1.75,11.989826642069541
variant_b,15,10015,1.0,0.5590168025745704,19,2.0000006862061253,1.118033988749895,11.278436801899527
variant_b,16,10016,1.0,0.7499999154166802,16,2.000000225555545,1.5,11.767076271591403
variant_b,17,10017,1.0,0.6324553584357794,23,2.5000006862061257,1.5811388300841898,11.55117839147625
variant_b,18,10018,1.0,1.0,1,0.0,0.0,9.99
variant_b,19,10019,1.0,0.7142857142857143,10,1.75,1.25,11.617032664505341
variant_b,20,10020,0.0,0.0,200,2.499999269488769,2.0,0.294840947633525
variant_b,21,10021,1.0,0.8818124956651174,23,3.249999401345537,2.8658900830106457,13.00254691026654
variant_b,22,10022,1.0,0.5,7,1.0,0.5,10.909751445832631
variant_b,23,10023,0.0,0.0,200,0.5000000190789816,2.3136478027815093,-1.562612270499022
variant_b,24,10024,1.0,0.6250001081802168,16,1.9999996538233662,1.25,11.768950095905787
