level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.96,0.7403333256058733,13.84,10.201106698159299,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.92,0.7003333253616623,21.64,9.755263511552533,25,0.039999999999999925,0.04166666666666659,0.04000000024421102,0.05402971723780752
F_clut,F_clut,0.96,0.7403333256058733,13.84,10.201106698159299,25,0.0,0.0,0.0,0.0
F_obj,F_obj,0.92,0.7003333253616623,21.64,9.755263511552533,25,0.039999999999999925,0.04166666666666659,0.04000000024421102,0.05402971723780752
F_mat,F_mat,0.72,0.5626666582667529,59.76,7.193367831339559,25,0.24,0.25,0.1776666673391204,0.239981993507751
F_light,F_light,0.88,0.6603333256058732,29.44,9.20270917278535,25,0.07999999999999996,0.0833333333333333,0.08000000000000007,0.10805943381588252
F_sky,F_sky,0.96,0.7723333248315865,13.88,10.20579278298234,25,0.0,0.0,-0.03199999922571317,-0.043223772480490516
L1,B_L1 (materials + lighting),0.76,0.6026666582667529,52.32,7.690944857489293,25,0.19999999999999996,0.2083333333333333,0.13766666733912036,0.18595227659980976
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.76,0.6026666583385748,52.4,7.690362416904309,25,0.19999999999999996,0.2083333333333333,0.13766666726729848,0.18595227650279686
L2,B_L2 (+ object appearance),0.76,0.6026666583385748,52.4,7.690362416904309,25,0.19999999999999996,0.2083333333333333,0.13766666726729848,0.18595227650279686
L3,B_L3 (+ distractors),0.76,0.6026666583385748,52.4,7.690362416904309,25,0.19999999999999996,0.2083333333333333,0.13766666726729848,0.18595227650279686
