level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),1.0,0.8147834447045489,12.56,11.59253536313181,25,0.0,0.0,0.0,0.0
F_objall,F_objall,1.0,0.8094405754032795,23.4,11.482676928792378,25,0.0,0.0,0.005342869301269371,0.006557410237031466
F_clut,F_clut,1.0,0.8167516565421548,11.68,11.584256649467672,25,0.0,0.0,-0.001968211837605871,-0.002415625710607768
F_obj,F_obj,0.96,0.7928529557740944,19.6,11.103442821496191,25,0.040000000000000036,0.040000000000000036,0.02193048893045446,0.026915727207008657
F_tgt,F_tgt,1.0,0.8112401854709584,16.8,11.522333141955553,25,0.0,0.0,0.0035432592335904456,0.004348712847099241
F_mat,F_mat,0.96,0.7441373794288546,45.36,10.783494975029223,25,0.040000000000000036,0.040000000000000036,0.07064606527569428,0.08670532732941262
F_light,F_light,1.0,0.821926290111255,15.92,11.550854512068552,25,0.0,0.0,-0.0071428454067060665,-0.008766556872416762
F_sky,F_sky,0.84,0.5356996718423221,69.44,8.965471013971353,25,0.16000000000000003,0.16000000000000003,0.27908377286222674,0.3425250901648182
L1,B_L1 (materials + lighting),0.96,0.6496420955377148,62.04,10.588337605825261,25,0.040000000000000036,0.040000000000000036,0.1651413491668341,0.20268127714194845
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.84,0.58699963614577,78.88,8.993871758353748,25,0.16000000000000003,0.16000000000000003,0.2277838085587789,0.27956361906859345
L2,B_L2 (+ object appearance),0.48,0.3240152167984583,130.48,4.495189812947813,25,0.52,0.52,0.4907682279060906,0.6023296510204004
L3,B_L3 (+ distractors),0.64,0.4537122328111111,110.04,6.363304318854485,25,0.36,0.36,0.36107121189343777,0.44314991209028176
