level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),1.0,0.7642676104031783,27.56,12.50804626193647,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.96,0.73009827199883,57.12,11.739162329900688,25,0.040000000000000036,0.040000000000000036,0.034169338404348215,0.04470860460293833
F_clut,F_clut,0.92,0.6834471109871213,42.76,11.528982558734358,25,0.07999999999999996,0.07999999999999996,0.08082049941605696,0.10574895274368788
F_obj,F_obj,1.0,0.7602524711878691,35.8,12.42171600898697,25,0.0,0.0,0.00401513921530916,0.005253577622098929
F_tgt,F_tgt,0.92,0.6983287784939088,51.08,11.257355242861825,25,0.07999999999999996,0.07999999999999996,0.06593883190926941,0.08627715084574152
F_mat,F_mat,0.4,0.25209631295962487,144.44,3.4516353379617777,25,0.6,0.6,0.5121712974435534,0.6701465435299094
F_light,F_light,1.0,0.7605107998060053,29.0,12.493310600022939,25,0.0,0.0,0.0037568105971729215,0.004915569554479839
F_sky,F_sky,0.96,0.7329303713900158,56.64,11.724483289263544,25,0.040000000000000036,0.040000000000000036,0.03133723901316243,0.04100296622099545
L1,B_L1 (materials + lighting),0.12,0.07549999090294846,190.88,-0.8141630135285359,25,0.88,0.88,0.6887676195002298,0.9012126251652618
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.16,0.12376067792525718,185.08,-0.029775370504890014,25,0.84,0.84,0.6405069324779211,0.8380663052566509
L2,B_L2 (+ object appearance),0.2,0.12605041556173088,181.48,0.0639362770393059,25,0.8,0.8,0.6382171948414473,0.8350703158868202
L3,B_L3 (+ distractors),0.28,0.19682863826071517,178.0,0.9420663295628708,25,0.72,0.72,0.5674389721424631,0.742461101868649
