level,variant,success_rate,spl,mean_episode_length,mean_total_reward,episodes,success_drop_abs,success_drop_rel,spl_drop_abs,spl_drop_rel
A,A (train visuals),0.8,0.6311196183499267,57.92,9.829117082645912,25,0.0,0.0,0.0,0.0
F_objall,F_objall,0.16,0.11471429542364245,169.8,1.4623592241809404,25,0.64,0.7999999999999999,0.5164053229262843,0.8182368411814468
F_clut,F_clut,0.8,0.6301843112447773,57.96,9.832435313165865,25,0.0,0.0,0.000935307105149441,0.0014819807180052776
F_obj,F_obj,0.76,0.5773576454607996,65.04,9.168171222505778,25,0.040000000000000036,0.050000000000000044,0.053761972889127096,0.08518507637219187
F_tgt,F_tgt,0.16,0.11471429459507078,169.8,1.597747836292269,25,0.64,0.7999999999999999,0.5164053237548559,0.8182368424943067
F_mat,F_mat,0.36,0.25795690562149914,132.32,2.9843832150439114,25,0.44000000000000006,0.55,0.37316271272842755,0.5912709760220543
F_light,F_light,0.8,0.6438648373553826,56.84,9.690761718652944,25,0.0,0.0,-0.012745219005455888,-0.02019461705021702
F_sky,F_sky,0.72,0.5480635753826973,71.72,8.576374303638767,25,0.08000000000000007,0.10000000000000009,0.08305604296722935,0.13160111102928607
L1,B_L1 (materials + lighting),0.36,0.25795690280727773,132.52,2.7592814283709663,25,0.44000000000000006,0.55,0.37316271554264896,0.5912709804811478
L2noT,"B_L2noT (+ object appearance, TARGET UNCHANGED)",0.32,0.21529023156935467,140.0,2.2312945585347257,25,0.48000000000000004,0.6,0.415829386780572,0.6588757102302812
L2,B_L2 (+ object appearance),0.32,0.21795690425083336,140.0,2.1874535887351705,25,0.48000000000000004,0.6,0.41316271409909333,0.65465040554327
L3,B_L3 (+ distractors),0.32,0.21795690425083336,140.0,2.1874535887351705,25,0.48000000000000004,0.6,0.41316271409909333,0.65465040554327
